premise,hypothesis,label
Two women and a man are sitting at a round table.,three people sitting at a round table,0
Two women and a man are sitting at a round table.,the people know eachother,0
a family deciding what to other at a restaurant,A family looks over a menu at a restaurant,0
a family deciding what to other at a restaurant,A young family at a local steak house decide which cut of meat they want,0
Three people sit and talk about the menu at a chinese restaurant.,A family is getting ready to order.,0
Three people sit and talk about the menu at a chinese restaurant.,People are conversing.,0
The Chines people are doing something.,The Chinese people are busy with something.,0
The Chines people are doing something.,The Chinese people are taking pictures.,0
Pedestrians stop to watch a man create a mural on a wall at the side of a street.,people are watching a man create a mural.,0
Pedestrians stop to watch a man create a mural on a wall at the side of a street.,people are watching a man create a mural of flowers.,0
An older man with glasses clasps his hands together as two seated individuals watch him.,A woman and a man is sitting and another is man is clasping his hand.,0
An older man with glasses clasps his hands together as two seated individuals watch him.,There are three people there.,0
A woman with beads around her neck is performing a dance as part of a parade.,The woman is performing in the parade.,0
A woman with beads around her neck is performing a dance as part of a parade.,The woman is dancing a traditional dance.,0
A person painting a mural on the side of a building while people are standing around watching.,The painter is painting an ad for a local moving company.,0
A person painting a mural on the side of a building while people are standing around watching.,People watch as a person paints the side of a building.,0
A crowd of people underneath a Hi-Pointe neon sign.,A crowd of people stand under a sign in Las Vegas.,0
A crowd of people underneath a Hi-Pointe neon sign.,A crowd of people stand under a sign.,0
A crowd of young adults outside a nightclub.,The adults are outside,0
A crowd of young adults outside a nightclub.,the people are load,0
"A small white car is stuck on the track, while the train car that hit it at a slow speed, sits still, as a rescue worker helps the driver.",THe driver did not see the approaching train.,0
"A small white car is stuck on the track, while the train car that hit it at a slow speed, sits still, as a rescue worker helps the driver.",The car is near a train.,0
A male is looking at different colored yarn wearing a white shirt.,The man is wearing a white shirt,0
A male is looking at different colored yarn wearing a white shirt.,The man had a green shirt on earlier today,0
A young man and an older man sit on a plaid loveseat.,Two men are sitting.,0
A young man and an older man sit on a plaid loveseat.,A grandfather sits and watches his favorite tv show whithhis grandson.,0
"A man plays the piano, while a second man plays a guitar and a third man plays the saxophone.",Three men are playing musical instruments.,0
"A man plays the piano, while a second man plays a guitar and a third man plays the saxophone.",Three men are performing on stage in front of a crowd of people who are cheering.,0
Three men work at a construction site.,Three men working,0
Three men work at a construction site.,Three construction workers working at a site,0
A painting of a man drinking from a bottle on the side of a building.,A man is not indoors,0
A painting of a man drinking from a bottle on the side of a building.,A homeless man is drinking booze outside the liquor store,0
Three construction men on a beam working with high rises in the background.,A building is being worked on.,0
Three construction men on a beam working with high rises in the background.,A manager is directing the workers from below.,0
A man performing dangerous construction work.,The construction worker is walking an I-beam 30 feet in the air without a harness.,0
A man performing dangerous construction work.,A person is working.,0
Two guys in blue shirts are standing on top of a construction surface doing construction work.,It is almost time for the men to quit for the day,0
Two guys in blue shirts are standing on top of a construction surface doing construction work.,Two men do construction work.,0
Two guys in blue shirts are standing on top of a construction surface doing construction work.,Two guys are restructuring a roof,0
Two guys in blue shirts are standing on top of a construction surface doing construction work.,Two men are working outdoors,0
Two guys in blue shirts are standing on top of a construction surface doing construction work.,Two guys are doing construction work,0
Two guys in blue shirts are standing on top of a construction surface doing construction work.,Two men operate hammers on a surface.,0
Two guys in blue shirts are standing on top of a construction surface doing construction work.,A couple of workers are are doing construction.,0
Two guys in blue shirts are standing on top of a construction surface doing construction work.,There are two men wearing blue uniforms who are working atop a house that is being built.,0
Two guys in blue shirts are standing on top of a construction surface doing construction work.,The two men are working on a job.,0
Two guys in blue shirts are standing on top of a construction surface doing construction work.,The workers are getting ready to jackhammer into the street to fix a water main leak.,0
Workers on a platform work together to carry an item with skyscrapers in the background.,Workers on a platform work to carry an item with tall buildings in the background,0
